# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	98291 (0, Min for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.010	-0.056	-0.117
0.005	-0.047	-0.123
0.005	-0.062	-0.110
0.013	-0.050	-0.080
0.015	-0.041	-0.074
0.018	-0.049	-0.085
0.021	-0.073	-0.109
0.013	-0.060	-0.120
0.012	-0.050	-0.101
0.007	-0.059	-0.105
0.005	-0.071	-0.127
0.001	-0.058	-0.110
0.012	-0.046	-0.097
0.009	-0.027	-0.111
0.013	-0.016	-0.087
0.020	-0.026	-0.098
0.021	-0.013	-0.088
0.002	-0.012	-0.089
0.009	-0.017	-0.052
0.013	-0.035	-0.048
0.024	-0.024	-0.045
0.022	-0.013	-0.045
0.019	-0.017	-0.055
0.018	-0.021	-0.058
0.010	-0.029	-0.038
0.015	-0.022	-0.043
0.009	-0.021	-0.042
0.011	-0.014	-0.034
0.009	-0.012	-0.030
0.015	-0.011	-0.032
0.015	-0.007	-0.057
0.020	-0.019	-0.058
0.023	-0.012	-0.060
0.021	-0.028	-0.057
0.003	-0.014	-0.037
0.010	-0.034	-0.037
0.015	-0.062	-0.041
0.019	-0.031	-0.028
0.020	-0.014	-0.045
0.012	-0.028	-0.025
0.018	-0.026	-0.023
0.016	-0.017	-0.017
0.010	-0.016	-0.039
0.008	-0.022	-0.023
0.003	-0.024	-0.023
0.014	-0.016	-0.026
0.013	-0.026	-0.044
0.015	-0.015	-0.041
0.018	-0.022	-0.058
0.014	-0.017	-0.045
0.012	-0.003	-0.048
0.004	0.001	-0.043
0.007	-0.032	-0.031
0.011	-0.009	-0.015
0.010	-0.003	-0.018
0.010	-0.001	-0.023
0.011	-0.004	-0.014
0.009	0.004	-0.005
0.007	0.003	0.005
0.011	-0.010	-0.006
0.007	-0.013	-0.017
0.008	0.005	-0.015
0.018	0.007	-0.003
0.015	0.011	-0.027
0.019	0.018	-0.016
0.024	-0.003	-0.039
0.025	-0.002	-0.032
0.012	0.004	-0.030
0.012	0.000	-0.015
0.011	-0.018	-0.025
0.019	-0.007	-0.008
0.019	-0.003	-0.005
0.021	-0.001	-0.015
0.018	0.001	-0.024
0.016	0.003	-0.021
0.014	0.010	-0.026
0.005	-0.011	-0.025
0.008	-0.008	-0.017
0.010	-0.000	-0.001
0.014	0.001	-0.012
0.015	0.006	-0.019
0.016	-0.011	-0.009
0.020	-0.012	-0.023
0.015	-0.009	-0.022
-0.002	-0.000	-0.013
-0.000	-0.018	0.002
0.011	-0.034	0.002
0.011	-0.020	0.007
0.017	-0.009	-0.012
0.015	-0.008	-0.023
0.020	-0.004	-0.010
0.016	0.004	0.001
0.010	0.002	-0.018
0.008	-0.000	-0.014
0.002	0.001	-0.010
0.010	0.010	-0.004
0.014	0.006	-0.011
0.018	0.009	-0.008
0.020	-0.004	-0.012
0.023	-0.002	-0.011
0.016	0.005	-0.018
0.009	0.003	-0.013
0.016	-0.030	-0.006
0.021	-0.017	-0.017
0.018	-0.006	-0.018
0.017	0.001	-0.022
0.021	-0.005	-0.016
0.013	0.000	-0.014
0.018	0.011	-0.007
0.012	0.004	-0.014
0.017	-0.006	-0.006
0.012	-0.016	-0.003
0.014	-0.013	-0.003
0.009	-0.005	-0.014
0.015	0.009	-0.013
0.017	-0.013	-0.018
0.021	-0.019	-0.021
0.006	-0.030	-0.020
0.004	-0.019	-0.005
0.005	-0.035	-0.000
0.013	-0.017	0.012
0.014	-0.012	0.004
0.016	-0.023	-0.008
0.017	-0.024	-0.007
0.015	-0.010	-0.000
0.016	-0.001	0.001
0.006	-0.023	-0.008
0.010	-0.006	0.002
0.004	-0.002	0.007
0.009	-0.003	-0.019
0.013	0.005	-0.015
0.019	-0.013	-0.013
0.025	-0.012	-0.018
0.021	-0.011	-0.023
0.006	-0.015	-0.018
0.007	-0.035	-0.020
0.011	-0.043	-0.006
0.013	-0.029	-0.010
0.019	-0.008	-0.014
0.017	-0.007	-0.029
0.020	0.001	-0.016
0.015	0.001	-0.014
0.012	-0.009	-0.023
0.013	-0.017	-0.013
0.009	-0.005	-0.017
0.016	0.004	-0.015
0.016	-0.009	-0.023
0.015	-0.006	-0.016
0.018	0.006	-0.018
0.017	-0.012	-0.025
0.013	-0.002	-0.050
0.003	0.005	-0.039
0.008	-0.028	-0.034
0.019	-0.028	-0.019
0.017	-0.026	-0.023
0.016	-0.011	-0.028
0.017	-0.018	-0.031
0.014	-0.010	-0.035
0.013	-0.017	-0.035
0.007	-0.015	-0.043
0.010	-0.023	-0.035
0.005	-0.014	-0.028
0.012	-0.026	-0.019
0.011	-0.023	-0.054
0.018	-0.008	-0.035
0.023	-0.031	-0.042
0.028	-0.028	-0.027
0.015	-0.010	-0.028
0.015	-0.045	-0.025
0.013	-0.067	-0.026
0.018	-0.059	-0.041
0.018	-0.044	-0.046
0.019	-0.029	-0.056
0.018	-0.020	-0.045
0.019	-0.015	-0.031
0.011	-0.012	-0.022
0.003	-0.033	-0.038
0.007	-0.028	-0.044
0.008	-0.017	-0.036
0.014	-0.026	-0.045
0.012	-0.018	-0.049
0.014	-0.028	-0.037
0.017	-0.031	-0.042
0.012	-0.013	-0.057
-0.003	-0.011	-0.046
0.001	-0.049	-0.027
0.009	-0.084	-0.029
0.005	-0.061	-0.022
0.014	-0.058	-0.032
0.011	-0.049	-0.043
0.014	-0.056	-0.088
0.013	-0.056	-0.081
0.011	-0.060	-0.079
0.010	-0.057	-0.067
0.007	-0.058	-0.067
0.016	-0.067	-0.046
0.020	-0.070	-0.073
0.020	-0.056	-0.060
0.020	-0.071	-0.059
0.014	-0.059	-0.066
0.006	-0.079	-0.069
-0.003	-0.067	-0.068
0.000	-0.089	-0.055
0.009	-0.075	-0.037
0.014	-0.070	-0.058
0.015	-0.060	-0.087
0.017	-0.061	-0.072
0.013	-0.054	-0.055
0.012	-0.056	-0.054
0.008	-0.069	-0.079
0.016	-0.073	-0.111
0.008	-0.062	-0.112
0.014	-0.075	-0.116
0.015	-0.091	-0.120
0.017	-0.088	-0.144
0.022	-0.094	-0.167
0.023	-0.105	-0.167
0.004	-0.126	-0.147
0.003	-0.140	-0.142
0.008	-0.185	-0.171
0.014	-0.169	-0.155
0.012	-0.149	-0.177
0.014	-0.159	-0.196
0.013	-0.166	-0.209
0.015	-0.193	-0.187
0.009	-0.204	-0.197
0.004	-0.216	-0.282
0.006	-0.214	-0.260
0.006	-0.243	-0.246
0.012	-0.243	-0.240
0.013	-0.226	-0.231
0.015	-0.238	-0.213
0.019	-0.215	-0.251
0.016	-0.232	-0.288
0.006	-0.242	-0.297
0.011	-0.271	-0.285
0.013	-0.223	-0.255
0.010	-0.265	-0.253
0.015	-0.274	-0.234
0.012	-0.264	-0.252
0.017	-0.261	-0.265
0.009	-0.289	-0.285
0.006	-0.292	-0.302
0.004	-0.291	-0.264
0.006	-0.287	-0.258
0.015	-0.277	-0.283
0.019	-0.306	-0.278
0.022	-0.268	-0.280
0.024	-0.308	-0.270
0.017	-0.312	-0.298
0.012	-0.305	-0.329
0.007	-0.294	-0.322
0.008	-0.288	-0.335
0.016	-0.293	-0.326
0.011	-0.259	-0.308
0.013	-0.282	-0.290
0.016	-0.245	-0.293
0.010	-0.244	-0.269
0.013	-0.237	-0.265
0.012	-0.246	-0.220
0.019	-0.233	-0.191
0.012	-0.203	-0.201
0.021	-0.218	-0.169
0.018	-0.199	-0.173
0.018	-0.150	-0.170
0.022	-0.150	-0.162
0.034	-0.157	-0.140
0.011	-0.125	-0.126
0.010	-0.139	-0.127
0.016	-0.164	-0.146
0.016	-0.159	-0.159
0.018	-0.167	-0.179
0.020	-0.131	-0.157
0.022	-0.158	-0.172
0.023	-0.146	-0.182
0.014	-0.133	-0.189
0.006	-0.134	-0.176
0.009	-0.154	-0.220
0.010	-0.143	-0.179
0.020	-0.138	-0.181
0.023	-0.133	-0.145
0.026	-0.164	-0.146
0.029	-0.134	-0.140
0.024	-0.133	-0.140
0.009	-0.104	-0.112
0.007	-0.110	-0.092
0.013	-0.118	-0.096
0.015	-0.112	-0.086
0.019	-0.081	-0.114
0.014	-0.091	-0.100
0.020	-0.065	-0.130
0.021	-0.071	-0.123
0.012	-0.065	-0.124
0.010	-0.077	-0.113
0.010	-0.062	-0.086
0.015	-0.070	-0.083
0.023	-0.068	-0.080
0.022	-0.074	-0.086
0.020	-0.071	-0.108
0.021	-0.060	-0.086
0.014	-0.062	-0.075
0.010	-0.059	-0.066
0.010	-0.080	-0.053
0.016	-0.061	-0.052
0.016	-0.050	-0.053
0.016	-0.053	-0.067
0.016	-0.084	-0.060
0.014	-0.073	-0.061
0.013	-0.045	-0.067
0.008	-0.048	-0.076
0.009	-0.037	-0.063
0.009	-0.044	-0.067
0.014	-0.039	-0.048
0.013	-0.035	-0.060
0.021	-0.023	-0.051
0.022	-0.038	-0.068
0.020	-0.047	-0.068
0.004	-0.036	-0.062
0.005	-0.031	-0.060
0.010	-0.054	-0.045
0.014	-0.031	-0.062
0.015	-0.028	-0.059
0.020	-0.039	-0.086
0.021	-0.026	-0.066
0.012	-0.022	-0.053
0.005	-0.034	-0.032
0.001	-0.039	-0.029
0.005	-0.035	-0.011
0.001	-0.032	-0.010
0.010	-0.033	-0.013
0.015	-0.028	-0.032
0.017	-0.030	-0.039
0.017	-0.043	-0.053
0.011	-0.028	-0.061
0.003	-0.021	-0.052
0.006	-0.014	-0.038
0.014	-0.019	-0.024
0.012	-0.012	-0.013
0.014	0.003	-0.015
0.008	-0.002	-0.015
0.015	0.002	-0.016
0.012	-0.003	-0.014
0.013	-0.003	-0.014
0.003	-0.032	-0.013
0.005	-0.018	-0.013
0.012	-0.020	-0.008
0.017	-0.020	-0.026
0.014	-0.014	-0.047
0.021	-0.015	-0.036
0.017	-0.015	-0.032
0.011	-0.009	-0.035
0.009	-0.009	-0.030
0.014	-0.030	-0.013
0.018	-0.021	0.003
0.017	-0.011	-0.017
0.016	-0.003	-0.027
0.016	-0.006	-0.024
0.012	-0.003	-0.027
0.012	0.013	-0.032
0.009	-0.011	-0.030
0.012	-0.001	-0.015
0.003	0.014	-0.007
0.014	0.007	0.002
0.014	0.012	-0.013
0.016	0.007	-0.006
0.018	-0.008	-0.018
0.019	-0.003	-0.004
0.004	-0.007	-0.009
0.003	-0.009	-0.011
0.007	-0.029	0.001
0.012	-0.012	0.006
0.017	-0.006	-0.001
0.017	-0.014	-0.014
0.015	-0.021	-0.011
0.014	-0.009	-0.016
0.009	-0.009	-0.012
0.002	-0.020	-0.025
0.007	-0.011	-0.014
0.002	0.000	-0.001
0.014	0.006	-0.001
0.017	0.015	-0.008
0.021	0.001	-0.002
0.024	0.001	-0.007
0.018	0.004	-0.010
0.004	0.011	0.004
0.006	0.009	0.011
0.012	-0.006	0.011
0.012	-0.004	0.012
0.020	0.009	-0.012
0.015	0.006	-0.017
0.018	0.002	-0.009
0.014	0.017	0.004
0.017	-0.000	0.003
0.009	-0.003	-0.004
0.011	0.002	0.003
0.017	0.009	0.012
0.021	0.004	-0.005
0.017	0.000	-0.010
0.022	0.003	-0.014
0.018	0.008	-0.020
0.012	0.013	-0.025
0.009	0.003	-0.017
0.010	-0.023	-0.010
0.013	-0.006	-0.009
0.014	-0.003	-0.010
0.012	0.003	-0.033
0.015	0.002	-0.020
0.013	0.002	-0.006
0.009	0.006	0.007
0.007	-0.009	-0.008
0.008	-0.008	0.001
0.004	-0.012	0.005
0.011	-0.007	0.007
0.009	-0.000	-0.011
0.013	0.008	0.002
0.020	-0.010	-0.009
0.018	0.002	-0.005
0.002	0.001	-0.010
0.001	-0.010	-0.005
0.007	-0.023	-0.006
0.010	-0.001	0.005
0.016	0.006	-0.003
0.017	-0.014	-0.031
0.014	-0.001	-0.016
0.011	-0.006	-0.002
0.007	0.008	-0.006
0.003	-0.020	-0.008
0.007	-0.010	0.004
0.009	0.001	0.001
0.015	-0.003	-0.000
0.018	-0.003	-0.003
0.019	-0.007	-0.003
0.020	0.000	-0.016
0.008	0.001	-0.012
-0.000	0.006	-0.006
0.005	0.002	-0.013
0.014	-0.011	-0.023
0.014	-0.010	-0.008
0.017	-0.001	-0.029
0.018	-0.004	-0.036
0.018	-0.012	-0.021
0.011	-0.004	-0.020
0.007	-0.003	-0.034
0.006	-0.004	-0.026
0.008	0.011	-0.013
0.011	0.012	-0.016
0.019	0.003	-0.022
0.021	0.004	-0.025
0.022	-0.007	-0.034
0.019	-0.008	-0.033
0.012	-0.008	-0.034
0.005	-0.008	-0.027
0.004	-0.036	-0.014
0.013	-0.034	-0.017
0.014	-0.018	-0.018
0.012	-0.014	-0.028
0.015	-0.019	-0.028
0.010	-0.031	-0.018
0.015	-0.030	-0.030
0.010	-0.050	-0.046
0.014	-0.035	-0.045
0.008	-0.025	-0.031
0.011	-0.032	-0.022
0.016	-0.025	-0.044
0.017	-0.016	-0.050
0.020	-0.028	-0.060
0.019	-0.027	-0.037
0.004	-0.017	-0.037
0.003	-0.013	-0.021
0.009	-0.037	-0.026
0.016	-0.038	-0.026
0.024	-0.026	-0.036
0.022	-0.023	-0.069
0.021	-0.018	-0.058
0.014	-0.020	-0.041
0.009	-0.020	-0.033
0.001	-0.021	-0.030
0.009	-0.040	-0.033
0.008	-0.026	-0.025
0.016	-0.028	-0.049
0.017	-0.024	-0.058
0.022	-0.036	-0.068
0.024	-0.053	-0.091
0.016	-0.038	-0.068
0.006	-0.049	-0.043
0.009	-0.053	-0.020
0.021	-0.058	-0.051
0.023	-0.058	-0.032
0.027	-0.048	-0.041
0.021	-0.053	-0.053
0.022	-0.050	-0.039
0.010	-0.038	-0.039
0.014	-0.038	-0.060
0.011	-0.051	-0.069
0.011	-0.057	-0.060
0.015	-0.052	-0.068
0.024	-0.053	-0.080
0.023	-0.047	-0.077
0.022	-0.050	-0.078
0.017	-0.056	-0.057
0.013	-0.043	-0.061
0.001	-0.046	-0.053
0.005	-0.082	-0.058
0.014	-0.073	-0.093
0.016	-0.046	-0.081
0.015	-0.055	-0.095
0.013	-0.079	-0.090
0.010	-0.083	-0.104
0.008	-0.061	-0.103
0.005	-0.079	-0.094
0.010	-0.069	-0.123
0.007	-0.059	-0.131
0.008	-0.089	-0.105
0.011	-0.101	-0.120
0.016	-0.104	-0.172
0.021	-0.109	-0.182
0.019	-0.118	-0.167
0.000	-0.119	-0.167
-0.001	-0.153	-0.159
0.006	-0.194	-0.166
0.011	-0.165	-0.200
0.015	-0.167	-0.194
0.015	-0.151	-0.187
0.013	-0.171	-0.171
0.010	-0.195	-0.185
0.005	-0.205	-0.206
-0.002	-0.206	-0.213
0.002	-0.209	-0.245
0.003	-0.200	-0.228
0.006	-0.206	-0.202
0.009	-0.214	-0.226
0.010	-0.224	-0.224
0.017	-0.235	-0.219
0.014	-0.249	-0.240
0.003	-0.256	-0.252
0.008	-0.257	-0.240
0.018	-0.224	-0.242
0.017	-0.219	-0.214
0.021	-0.231	-0.213
0.015	-0.224	-0.218
0.018	-0.221	-0.209
0.012	-0.252	-0.215
0.007	-0.224	-0.232
0.007	-0.244	-0.226
0.002	-0.240	-0.219
0.009	-0.261	-0.207
0.015	-0.234	-0.236
0.016	-0.254	-0.224
0.020	-0.264	-0.245
0.010	-0.263	-0.234
0.005	-0.246	-0.256
0.000	-0.232	-0.214
-0.001	-0.248	-0.179
0.011	-0.223	-0.171
0.013	-0.203	-0.146
0.012	-0.213	-0.204
0.012	-0.195	-0.173
0.010	-0.192	-0.159
0.008	-0.203	-0.163
0.007	-0.190	-0.157
0.015	-0.162	-0.158
0.010	-0.160	-0.144
0.013	-0.139	-0.169
0.014	-0.110	-0.152
0.019	-0.116	-0.123
0.024	-0.129	-0.148
0.025	-0.134	-0.134
0.007	-0.141	-0.126
0.004	-0.146	-0.108
0.009	-0.140	-0.098
0.008	-0.148	-0.105
0.015	-0.150	-0.108
0.016	-0.137	-0.119
0.015	-0.171	-0.140
0.013	-0.169	-0.152
0.007	-0.137	-0.125
0.003	-0.139	-0.109
0.013	-0.117	-0.117
0.011	-0.120	-0.122
0.015	-0.132	-0.125
0.013	-0.120	-0.109
0.015	-0.123	-0.102
0.019	-0.100	-0.119
0.014	-0.100	-0.150
0.004	-0.092	-0.125
0.004	-0.097	-0.131
0.012	-0.095	-0.116
0.012	-0.088	-0.111
0.014	-0.090	-0.092
0.013	-0.082	-0.079
0.018	-0.084	-0.063
0.010	-0.067	-0.086
0.009	-0.078	-0.079
0.011	-0.060	-0.069
0.012	-0.047	-0.052
0.015	-0.039	-0.056
0.024	-0.032	-0.067
0.020	-0.043	-0.093
0.022	-0.032	-0.084
0.019	-0.035	-0.094
0.011	-0.030	-0.106
0.010	-0.033	-0.088
0.010	-0.048	-0.074
0.014	-0.039	-0.058
0.018	-0.042	-0.058
0.016	-0.033	-0.065
0.016	-0.036	-0.064
0.012	-0.027	-0.053
0.013	-0.022	-0.061
0.011	-0.053	-0.052
0.010	-0.042	-0.039
0.009	-0.028	-0.035
0.014	-0.034	-0.020
0.009	-0.033	-0.046
0.013	-0.022	-0.047
0.014	-0.033	-0.058
0.014	-0.023	-0.041
-0.002	-0.015	-0.036
0.001	-0.031	-0.051
0.009	-0.032	-0.036
0.009	-0.017	-0.037
0.016	-0.010	-0.046
0.014	-0.019	-0.055
0.016	-0.009	-0.041
0.015	-0.008	-0.027
0.011	-0.003	-0.031
0.007	-0.019	-0.024
0.007	-0.026	-0.012
0.006	-0.011	-0.029
0.013	-0.016	-0.020
0.016	-0.006	-0.030
0.017	-0.009	-0.022
0.018	-0.004	-0.027
0.008	0.001	-0.028
0.002	-0.001	-0.016
0.008	-0.012	-0.000
0.015	-0.022	-0.007
0.014	-0.015	-0.001
0.019	-0.003	-0.009
0.016	-0.008	-0.013
0.023	-0.007	-0.013
0.012	-0.006	-0.004
0.006	-0.014	-0.009
0.009	-0.021	-0.007
0.008	-0.009	-0.018
0.017	-0.006	-0.003
0.020	-0.003	-0.002
0.018	-0.009	-0.008
0.019	-0.008	-0.009
0.017	-0.022	-0.011
0.007	-0.012	-0.005
0.003	-0.010	0.006
0.007	-0.023	0.004
0.016	-0.004	0.008
0.020	0.004	-0.004
0.017	0.005	-0.013
0.021	-0.001	-0.018
0.015	0.001	-0.020
0.013	0.013	-0.014
0.005	-0.013	-0.015
0.008	-0.008	-0.010
0.004	0.004	0.006
0.010	-0.006	0.010
0.008	0.001	-0.003
0.017	0.003	0.007
0.020	-0.008	-0.004
0.022	-0.003	0.001
0.008	0.004	0.010
0.008	-0.016	0.014
0.012	-0.017	0.020
0.015	-0.001	0.018
0.019	-0.016	0.013
0.014	-0.015	-0.017
0.016	-0.005	-0.001
0.013	0.003	-0.001
0.008	0.006	0.008
0.008	-0.012	0.000
0.010	-0.017	0.008
0.005	-0.013	-0.004
0.011	-0.013	0.005
0.009	-0.003	0.001
0.014	-0.001	0.004
0.021	0.001	-0.012
0.011	0.004	-0.026
0.002	0.012	-0.015
0.003	0.001	-0.003
0.015	-0.010	0.003
0.016	-0.001	0.007
0.024	0.015	-0.009
0.017	0.005	-0.013
0.019	0.008	-0.006
0.014	0.011	0.006
0.011	0.013	-0.003
0.009	0.011	0.008
0.008	0.017	0.011
0.012	0.010	0.006
0.016	0.001	0.004
0.015	-0.005	0.002
0.016	-0.003	-0.005
0.013	-0.002	-0.003
0.001	0.008	-0.017
0.005	0.010	-0.014
0.006	-0.010	-0.001
0.012	0.003	0.004
0.012	0.007	0.005
0.011	0.010	-0.014
0.017	-0.001	-0.010
0.009	0.006	-0.006
0.010	0.004	0.007
0.011	-0.009	-0.001
0.013	-0.004	0.005
0.010	0.003	0.003
0.015	-0.000	0.008
0.012	0.013	-0.009
0.017	0.014	0.002
0.023	-0.007	-0.013
0.022	0.001	-0.008
0.004	0.012	-0.009
0.005	-0.003	-0.011
0.009	-0.012	-0.007
0.011	0.003	0.004
0.014	-0.000	0.008
0.011	-0.007	-0.021
0.011	-0.020	-0.019
0.010	-0.020	-0.012
0.005	-0.013	-0.004
0.012	-0.020	-0.005
0.009	-0.004	0.007
0.009	-0.002	0.012
0.012	-0.002	0.021
0.013	0.003	0.008
0.020	0.009	0.007
0.024	-0.001	-0.000
0.010	0.003	0.004
0.004	-0.005	0.010
0.004	-0.015	0.014
0.011	-0.033	0.003
0.014	-0.043	0.007
0.021	-0.030	0.005
0.015	-0.023	-0.012
0.017	-0.008	-0.003
0.009	-0.004	0.011
0.008	-0.000	0.005
0.014	-0.004	0.002
0.010	-0.006	-0.004
0.016	-0.013	-0.010
0.018	-0.016	-0.009
0.016	-0.004	-0.012
0.018	0.000	-0.013
0.016	-0.008	-0.010
0.008	-0.002	-0.016
0.006	-0.008	-0.024
0.008	-0.039	-0.016
0.013	-0.029	-0.013
0.015	-0.015	-0.023
0.016	-0.000	-0.050
0.022	-0.009	-0.051
0.016	-0.018	-0.041
0.015	-0.025	-0.032
0.015	-0.048	-0.042
0.018	-0.040	-0.027
0.015	-0.028	-0.021
0.020	-0.026	-0.009
0.017	-0.023	-0.049
0.026	-0.018	-0.035
0.026	-0.021	-0.038
0.022	-0.022	-0.040
0.001	-0.008	-0.025
0.003	-0.028	-0.020
0.010	-0.043	-0.010
0.013	-0.033	-0.011
0.019	-0.023	-0.010
0.020	-0.035	-0.036
0.021	-0.021	-0.031
0.015	-0.014	-0.028
0.005	-0.024	-0.024
0.010	-0.023	-0.032
0.018	-0.034	-0.021
0.010	-0.019	-0.015
0.018	-0.010	-0.021
0.014	-0.026	-0.032
0.022	-0.036	-0.040
0.027	-0.054	-0.035
0.012	-0.046	-0.025
0.004	-0.036	-0.025
0.007	-0.041	-0.021
0.016	-0.058	-0.025
0.015	-0.044	-0.019
0.018	-0.049	-0.030
0.013	-0.053	-0.042
0.009	-0.045	-0.063
0.005	-0.054	-0.084
0.007	-0.049	-0.074
0.015	-0.057	-0.047
0.008	-0.046	-0.051
0.010	-0.044	-0.069
0.015	-0.047	-0.066
0.012	-0.036	-0.060
0.018	-0.044	-0.069
0.019	-0.051	-0.069
0.004	-0.051	-0.077
0.002	-0.073	-0.060
0.005	-0.108	-0.059
0.011	-0.100	-0.092
0.012	-0.095	-0.084
0.012	-0.097	-0.118
0.017	-0.092	-0.109
0.013	-0.072	-0.111
0.015	-0.068	-0.121
0.007	-0.079	-0.150
0.015	-0.092	-0.152
0.009	-0.093	-0.155
0.014	-0.150	-0.153
0.013	-0.176	-0.165
0.017	-0.189	-0.158
0.020	-0.186	-0.191
0.019	-0.171	-0.208
0.007	-0.172	-0.186
0.012	-0.211	-0.217
0.016	-0.230	-0.215
0.015	-0.231	-0.220
0.020	-0.241	-0.229
0.022	-0.238	-0.250
0.020	-0.209	-0.259
0.012	-0.208	-0.216
0.010	-0.193	-0.236
0.010	-0.239	-0.202
0.015	-0.235	-0.176
0.010	-0.219	-0.168
0.016	-0.212	-0.179
0.019	-0.209	-0.205
0.020	-0.221	-0.203
0.020	-0.221	-0.199
0.013	-0.255	-0.211
0.003	-0.283	-0.208
0.008	-0.260	-0.205
0.014	-0.230	-0.222
0.011	-0.212	-0.205
0.019	-0.220	-0.225
0.012	-0.239	-0.199
0.014	-0.211	-0.178
0.011	-0.216	-0.151
0.004	-0.231	-0.159
0.006	-0.226	-0.183
0.003	-0.220	-0.182
0.011	-0.205	-0.184
0.020	-0.195	-0.174
0.021	-0.182	-0.158
0.024	-0.193	-0.134
0.018	-0.179	-0.140
0.010	-0.165	-0.146
0.014	-0.147	-0.115
0.014	-0.153	-0.096
0.019	-0.159	-0.084
0.020	-0.132	-0.103
0.019	-0.129	-0.100
0.022	-0.136	-0.098
0.014	-0.131	-0.084
0.013	-0.117	-0.090
0.003	-0.132	-0.109
0.012	-0.154	-0.107
0.006	-0.162	-0.102
0.014	-0.172	-0.138
0.021	-0.153	-0.133
0.023	-0.145	-0.154
0.024	-0.172	-0.148
0.025	-0.196	-0.131
0.005	-0.167	-0.110
0.006	-0.154	-0.093
0.010	-0.132	-0.098
0.011	-0.153	-0.105
0.014	-0.120	-0.100
0.015	-0.098	-0.135
0.017	-0.085	-0.119
0.010	-0.071	-0.135
0.010	-0.066	-0.121
0.008	-0.083	-0.103
0.010	-0.078	-0.096
0.008	-0.062	-0.067
0.015	-0.074	-0.058
0.015	-0.046	-0.074
0.021	-0.068	-0.062
0.024	-0.059	-0.061
0.012	-0.055	-0.064
0.005	-0.041	-0.055
0.004	-0.054	-0.058
0.011	-0.047	-0.058
0.015	-0.036	-0.044
0.014	-0.030	-0.060
0.013	-0.038	-0.067
0.012	-0.045	-0.050
0.011	-0.040	-0.063
0.007	-0.044	-0.075
0.013	-0.043	-0.062
0.010	-0.034	-0.074
0.016	-0.039	-0.043
0.021	-0.031	-0.058
0.020	-0.033	-0.065
0.028	-0.031	-0.081
0.025	-0.020	-0.059
0.009	-0.019	-0.040
0.005	-0.024	-0.023
0.008	-0.035	-0.014
0.015	-0.025	-0.022
0.016	-0.033	-0.013
0.019	-0.018	-0.028
0.027	-0.026	-0.023
0.020	-0.027	-0.018
0.021	-0.023	-0.010
0.008	-0.033	-0.015
0.010	-0.036	-0.006
0.007	-0.045	-0.007
0.015	-0.034	0.002
0.015	-0.020	-0.033
0.020	-0.009	-0.032
0.022	-0.039	-0.038
0.017	-0.023	-0.026
0.001	-0.014	-0.024
0.004	-0.027	-0.009
0.010	-0.021	-0.008
0.009	-0.020	-0.005
0.015	-0.018	-0.014
0.020	-0.012	-0.025
0.023	-0.006	-0.012
0.021	0.001	-0.008
0.023	0.005	-0.020
0.012	-0.004	-0.028
0.012	-0.001	-0.002
0.012	0.008	0.002
0.018	0.001	-0.003
0.015	-0.002	-0.003
0.016	-0.008	-0.011
0.020	-0.008	-0.008
0.010	-0.005	-0.008
0.002	-0.011	-0.015
0.002	-0.021	0.009
0.011	-0.033	0.011
0.015	-0.015	0.016
0.018	-0.001	-0.008
0.012	-0.004	-0.020
0.007	0.006	-0.010
0.006	0.009	-0.004
0.000	0.007	-0.008
0.003	0.004	-0.008
0.001	0.004	-0.009
0.010	0.011	-0.001
0.017	0.012	-0.002
0.018	0.019	-0.008
0.023	-0.004	-0.025
0.024	-0.001	-0.019
0.008	0.009	-0.010
0.009	0.002	0.003
0.015	-0.023	-0.003
0.019	-0.007	0.004
0.016	-0.003	0.004
0.013	0.014	-0.028
0.020	-0.000	-0.023
0.015	0.013	-0.018
0.014	0.014	-0.008
0.004	-0.005	-0.012
0.008	0.006	-0.005
0.006	0.019	-0.008
0.010	0.012	-0.004
0.015	0.010	-0.010
0.017	0.016	-0.005
0.019	0.008	-0.011
0.017	0.013	-0.004
0.004	0.015	0.006
0.005	0.014	0.009
0.013	0.012	0.015
0.016	0.015	0.018
0.020	0.021	-0.003
0.016	0.018	-0.014
0.020	0.013	-0.012
0.017	0.016	-0.006
0.014	0.023	-0.010
0.008	0.014	-0.008
0.015	0.018	0.005
0.013	0.024	0.014
0.019	0.016	0.013
0.018	0.009	0.008
0.016	0.003	0.008
0.025	-0.001	0.006
0.012	0.006	0.005
0.003	0.008	0.003
0.004	0.000	0.011
0.015	-0.013	0.009
0.013	-0.001	0.016
0.015	0.009	-0.013
0.008	-0.002	-0.017
